gene_id,890_hisat2,913_hisat2,933_hisat2
BBB50_RS07725,3029,1751,1913
BBB50_RS07730,5263,3069,4502
BBB50_RS07735,2000,1528,2189
BBB50_RS07740,7001,7494,6595
BBB50_RS07745,154,157,200
BBB50_RS07750,1869,1527,1468
BBB50_RS07755,2402,1526,1634
BBB50_RS07760,24823,19664,19970
BBB50_RS07765,38590,30692,35243
BBB50_RS07775,2619,2083,2213
BBB50_RS07780,4161,2596,2195
BBB50_RS07790,2038,1553,2016
BBB50_RS07795,13904,9609,11119
BBB50_RS07800,2124,1399,1850
BBB50_RS07805,5525,4236,5130
BBB50_RS07810,7490,5981,6383
BBB50_RS07815,8342,9532,7828
BBB50_RS07820,5319,1705,1758
BBB50_RS07825,11771,2446,2005
BBB50_RS07830,13147,5047,4485
BBB50_RS07835,19382,8392,7774
BBB50_RS07840,2865,2619,2514
BBB50_RS07845,1374,898,1287
BBB50_RS07850,1896,1134,1185
BBB50_RS07855,8248,6982,7198
BBB50_RS07860,14604,14221,14578
BBB50_RS07865,174272,33479,34439
BBB50_RS07870,28699,6036,6723
BBB50_RS07875,13690,3030,4041
BBB50_RS07880,11669,3077,4014
BBB50_RS07885,182486,181468,115408
BBB50_RS07890,2076,1239,1314
BBB50_RS07895,3584,2257,2473
BBB50_RS07900,4252,3129,3550
BBB50_RS07905,31467,21795,23063
BBB50_RS07915,31446,36686,45319
BBB50_RS07920,39821,14878,13389
BBB50_RS07925,17232,3972,4047
BBB50_RS07930,7048,3549,3975
BBB50_RS07935,19749,9472,9433
BBB50_RS07940,35504,15879,15159
BBB50_RS07945,43103,20877,17751
BBB50_RS07950,1470,1241,1617
BBB50_RS07955,11710,9959,9827
BBB50_RS07960,7507,6396,7871
BBB50_RS07965,6627,7124,7168
BBB50_RS07970,5979,5269,5646
BBB50_RS07975,31614,28451,24708
BBB50_RS07980,77737,90163,65300
BBB50_RS07985,138486,174342,115908
BBB50_RS07990,111907,149754,99618
BBB50_RS07995,293637,232895,292256
BBB50_RS08000,36813,35411,52229
BBB50_RS08005,85771,88228,128919
BBB50_RS08010,943,1450,1218
BBB50_RS08015,675,959,570
BBB50_RS08020,3760,1029,1576
BBB50_RS08025,6603,2231,3877
BBB50_RS08035,30177,9480,21490
BBB50_RS08045,2436,909,866
BBB50_RS08050,3116,850,812
BBB50_RS08055,26599,17049,13777
BBB50_RS08060,5683,6725,7326
BBB50_RS08065,5144,6266,7893
BBB50_RS08070,27863,58610,65933
BBB50_RS08075,5190,8648,10180
BBB50_RS08080,2543,3341,4312
BBB50_RS08085,4554,5971,8004
BBB50_RS08090,2786,2812,3961
BBB50_RS08095,25667,11292,15560
BBB50_RS08100,9367,3727,5711
BBB50_RS08105,3928,2615,2987
BBB50_RS08110,1622,1349,1542
BBB50_RS08115,6203,4669,4833
BBB50_RS08120,23893,21766,21987
BBB50_RS08125,16748,10857,9855
BBB50_RS08130,74984,50544,40389
BBB50_RS08135,7418,7797,8087
BBB50_RS08140,45930,38666,47775
BBB50_RS08145,9921,9284,10597
BBB50_RS08150,3548,4635,5493
BBB50_RS08155,6784,6081,8165
BBB50_RS08160,2400,2831,4561
BBB50_RS08165,437,612,541
BBB50_RS08170,11559,7719,7968
BBB50_RS08175,5613,5189,5379
BBB50_RS08180,392,313,292
BBB50_RS08185,305,104,153
BBB50_RS08195,729,549,616
BBB50_RS08200,5279,4599,4658
BBB50_RS08205,408,336,387
BBB50_RS08210,553,792,736
BBB50_RS08215,7583,9260,9017
BBB50_RS08220,6267,6258,7715
BBB50_RS08225,11270,11115,11564
BBB50_RS08230,4509,4085,3729
BBB50_RS08235,5316,3867,3275
BBB50_RS08240,325,176,153
BBB50_RS08245,3920,2729,1941
BBB50_RS08250,1066,449,242
BBB50_RS08255,30316,29961,26854
BBB50_RS08260,754835,689121,625054
BBB50_RS08265,14748,11187,11515
BBB50_RS08270,6438,5111,5656
BBB50_RS08275,3365,3242,4572
BBB50_RS08280,4735,4039,4726
BBB50_RS08290,1207,1123,1079
BBB50_RS08295,1193,1092,928
BBB50_RS08300,3010,2698,2919
BBB50_RS08305,40924,40144,41044
BBB50_RS08310,83892,80530,76827
BBB50_RS08315,23434,28743,28515
BBB50_RS08320,19363,18994,19582
BBB50_RS08325,25744,22381,24794
BBB50_RS08330,20976,19240,23577
BBB50_RS08335,38769,35656,49774
BBB50_RS08340,10156,6857,8390
BBB50_RS08345,3069,2960,3515
BBB50_RS08350,1672,1327,1357
BBB50_RS08355,4761,5387,5072
BBB50_RS08360,3512,3586,4549
BBB50_RS08365,163889,153308,165641
BBB50_RS08370,5152,6495,7892
BBB50_RS08375,65941,86899,147655
BBB50_RS08380,49737,59770,87420
BBB50_RS08385,8281,9107,11322
BBB50_RS08395,29751,21575,21204
BBB50_RS08400,11672,6955,7817
BBB50_RS08405,20386,19725,16025
BBB50_RS08410,80051,13595,8633
BBB50_RS08415,12692,5378,6749
BBB50_RS08420,3218,2923,3359
BBB50_RS08425,2988,2287,2682
BBB50_RS08430,3208,2519,3481
BBB50_RS08435,14216,13445,19285
BBB50_RS08440,1345,1423,1985
BBB50_RS08445,601,561,978
BBB50_RS08450,1391,1070,1896
BBB50_RS08455,3410,2159,3193
BBB50_RS08460,42125,7138,7223
BBB50_RS08465,20003,5416,5446
BBB50_RS08470,12871,11331,12592
BBB50_RS08475,2400,1977,2021
BBB50_RS08480,4484,3782,4024
BBB50_RS08485,14814,13871,12455
BBB50_RS08490,843,629,854
BBB50_RS08495,24785,23357,29328
BBB50_RS08505,4612,4608,4987
BBB50_RS08510,57171,70213,43847
BBB50_RS08520,56709,29022,29139
BBB50_RS08525,52610,45064,47755
BBB50_RS08530,22132,18479,21325
BBB50_RS08535,3262,3320,1989
BBB50_RS08540,7919,5545,4598
BBB50_RS08545,6,2,0
BBB50_RS08550,56,24,35
BBB50_RS08555,40,19,14
BBB50_RS08560,21,26,49
BBB50_RS08565,2671,2535,3574
BBB50_RS08570,4092,2746,4277
BBB50_RS08575,16200,11325,13669
BBB50_RS08580,5074,4094,4898
BBB50_RS08585,6783,8000,8230
BBB50_RS08590,4883,4933,4915
BBB50_RS08595,12104,9873,12722
BBB50_RS08600,3655,2872,4049
BBB50_RS08605,29176,12513,12099
BBB50_RS08610,3011,1913,2233
BBB50_RS08615,7749,6130,5505
BBB50_RS08620,4509,5124,6510
BBB50_RS08625,29426,38796,43316
BBB50_RS08630,29606,38592,39095
BBB50_RS08635,3890,2903,3416
BBB50_RS08640,6503,7088,9046
BBB50_RS08645,1934,1590,1843
BBB50_RS08650,22888,22484,22723
BBB50_RS08655,9652,3842,5478
BBB50_RS08660,3038,2464,3053
BBB50_RS08665,4234,3677,4033
BBB50_RS08670,2749,2322,2572
BBB50_RS08675,452,297,286
BBB50_RS08680,25416,16710,18395
BBB50_RS08685,51636,33649,36125
BBB50_RS08690,30953,20516,9552
BBB50_RS08695,28591,27968,35547
BBB50_RS08700,581,537,759
BBB50_RS08705,3103,2691,3286
BBB50_RS08710,3202,2802,2909
BBB50_RS08715,142185,57744,65657
BBB50_RS08720,69101,31817,33976
BBB50_RS08725,22035,17358,19670
BBB50_RS08730,16790,18703,25019
BBB50_RS08735,18430,20606,25675
BBB50_RS08740,28269,17331,20993
BBB50_RS08745,18633,11891,13264
BBB50_RS08750,7839,4848,5932
BBB50_RS08755,1614,4267,6228
BBB50_RS08760,13373,35024,54290
BBB50_RS08765,3851,9085,12264
BBB50_RS08770,8624,15529,22512
BBB50_RS08775,8893,12003,13951
BBB50_RS08780,7775,9494,11061
BBB50_RS08785,4195,4530,5296
BBB50_RS08790,5762,8258,12110
BBB50_RS08795,1058,902,1298
BBB50_RS08800,36260,32268,37432
BBB50_RS08805,1650,1319,1159
BBB50_RS08810,1902,1017,1560
BBB50_RS08815,3213,2624,2715
BBB50_RS08820,20812,17816,21417
BBB50_RS08825,32951,30986,32175
BBB50_RS08830,14720,15574,15476
BBB50_RS08835,11486,9911,13026
BBB50_RS08840,40213,46752,40723
BBB50_RS08845,9069,13083,17285
BBB50_RS08850,5583,6296,7154
BBB50_RS08855,58989,49796,40695
BBB50_RS08860,7334,6364,5142
BBB50_RS08865,14872,9472,7670
BBB50_RS08870,3528,3110,3207
BBB50_RS08875,8879,8367,10963
BBB50_RS08880,9973,10280,13445
BBB50_RS08885,34242,31775,36174
BBB50_RS08890,6382,7281,8031
BBB50_RS08895,1437,1572,1697
BBB50_RS08900,10513,7921,9837
BBB50_RS08905,236502,160120,171241
BBB50_RS08910,18325,14579,14985
BBB50_RS08915,417,248,262
BBB50_RS08920,104643,129764,155240
BBB50_RS08925,1539,1079,1312
BBB50_RS08930,3590,3563,4159
BBB50_RS08935,3837,4739,5109
BBB50_RS08940,3585,3885,4282
BBB50_RS08945,5502,6018,6118
BBB50_RS08950,7159,7915,7875
BBB50_RS08955,15242,14256,13817
BBB50_RS08960,25875,27450,26558
BBB50_RS08965,17465,20700,23778
BBB50_RS08970,6945,8847,10040
BBB50_RS08975,33843,39133,40355
BBB50_RS08980,3903,3875,4353
BBB50_RS08985,34744,21633,32537
BBB50_RS08990,14036,8844,12118
BBB50_RS08995,14766,11383,15366
BBB50_RS09000,4257,1823,1854
BBB50_RS09005,3437,1496,1600
BBB50_RS09010,2648,1177,1466
BBB50_RS09015,16557,7174,8967
BBB50_RS09020,7908,3040,3974
BBB50_RS09025,23604,8659,9046
BBB50_RS09030,17972,6795,6400
BBB50_RS09035,5129,2557,2997
BBB50_RS09040,66065,55290,39474
BBB50_RS09045,2113,1390,1046
BBB50_RS09050,2628,1894,1967
BBB50_RS09055,1264,1117,1330
BBB50_RS09060,995,718,1285
BBB50_RS09065,1166,974,1837
BBB50_RS09070,972,763,1983
BBB50_RS09075,30432,25067,26886
BBB50_RS09080,21518,20944,19641
BBB50_RS09085,11462,11495,12248
BBB50_RS09090,3534,2498,2555
BBB50_RS09095,1797,1425,1335
BBB50_RS09100,3971,3254,3923
BBB50_RS09105,4688,6533,6690
BBB50_RS09110,8736,11469,11228
BBB50_RS09115,27044,36207,34973
BBB50_RS09120,4679,4029,3972
BBB50_RS09125,55851,45448,41040
BBB50_RS09130,21367,18166,18468
BBB50_RS09135,39288,37283,38815
BBB50_RS09140,1985,1303,1617
BBB50_RS09145,23998,25776,25027
BBB50_RS09150,29432,30896,34899
BBB50_RS09155,22569,25212,30750
BBB50_RS09160,45671,48459,58015
BBB50_RS09165,465754,482483,567170
BBB50_RS09170,14055,2324,2606
BBB50_RS09175,11165,2409,2965
BBB50_RS09180,41094,16948,19669
BBB50_RS09185,18278,6910,9416
BBB50_RS09190,17385,5993,7789
BBB50_RS09195,43170,13834,17937
BBB50_RS09200,20555,5993,8595
BBB50_RS09205,10223,2887,4018
BBB50_RS09210,42925,12600,17515
BBB50_RS09215,14976,4170,5074
BBB50_RS09220,10477,8902,11137
BBB50_RS09230,12333,7911,8574
BBB50_RS09235,29035,3512,3438
BBB50_RS09240,79898,9587,8708
BBB50_RS09245,557,472,585
BBB50_RS09250,5417,5917,4321
BBB50_RS09255,2280,1678,1967
BBB50_RS09260,1683,1264,1579
BBB50_RS09265,7379,6866,7852
BBB50_RS09270,795,571,946
BBB50_RS09275,230,217,169
BBB50_RS09280,10581,8549,7331
BBB50_RS09285,18003,11137,13656
BBB50_RS09290,1661,2123,1913
BBB50_RS09295,38851,46319,43748
BBB50_RS09300,17628,24429,22188
BBB50_RS09305,3586,4005,4129
BBB50_RS09310,9260,25691,13608
BBB50_RS09315,9825,9148,9936
BBB50_RS09320,8678,6629,9710
BBB50_RS09325,708,461,806
BBB50_RS09330,614,380,527
BBB50_RS09335,11665,9537,9698
BBB50_RS09340,8255,6738,7520
BBB50_RS09345,29606,28208,31538
BBB50_RS09350,5185,4915,6102
BBB50_RS09355,4411,2711,4144
BBB50_RS09365,26817,12693,19315
BBB50_RS09370,12465,11133,12110
BBB50_RS09375,30841,28863,25549
BBB50_RS09380,144275,140102,145126
BBB50_RS09385,108275,118467,117550
BBB50_RS09390,41765,26869,24730
BBB50_RS09395,107026,51254,38429
BBB50_RS09400,69928,30925,42747
BBB50_RS09405,4471,4630,5325
BBB50_RS09410,529,413,770
BBB50_RS09415,7865,11666,11882
BBB50_RS09420,33301,42648,44852
BBB50_RS09425,6917,5781,6559
BBB50_RS09435,18713,20097,19614
BBB50_RS09440,31129,26582,31917
BBB50_RS09445,2379,1869,1403
BBB50_RS09450,102288,80126,57742
BBB50_RS09455,1309177,862786,742048
BBB50_RS09465,9960,1874,2245
BBB50_RS09470,3290,2607,2752
BBB50_RS09475,2288,1902,1796
BBB50_RS09480,550,512,596
BBB50_RS09485,2126,1790,1732
BBB50_RS09490,4767,4070,4148
BBB50_RS09495,8677,8229,7635
BBB50_RS09500,8599,7468,8058
BBB50_RS09505,7965,6857,6678
BBB50_RS09510,46642,41437,58577
BBB50_RS09520,23663,21913,22025
BBB50_RS09525,107,90,92
BBB50_RS09530,8467,11010,12489
BBB50_RS09535,5966,5439,6176
BBB50_RS09540,15033,13459,16595
BBB50_RS09545,5997,5758,6616
BBB50_RS09550,3814,3606,3913
BBB50_RS09555,5354,5396,5467
BBB50_RS09560,5573,5882,5586
BBB50_RS09565,6142,5731,6055
BBB50_RS09570,111382,133985,128950
BBB50_RS09575,62887,59119,66336
BBB50_RS09585,3044,2467,3239
BBB50_RS09590,5010,4891,6015
BBB50_RS09595,20409,17282,20270
BBB50_RS09600,9499,7425,8755
BBB50_RS09605,7696,8125,9010
BBB50_RS09610,17630,14361,16589
BBB50_RS09615,16634,17016,19566
BBB50_RS09620,4110,3436,4485
BBB50_RS09625,29356,30936,44556
BBB50_RS09630,48283,45714,46757
BBB50_RS09635,31299,28932,42842
BBB50_RS09640,17414,22499,20101
BBB50_RS09645,16887,18557,18921
BBB50_RS09650,14877,11047,10463
BBB50_RS09655,70718,155787,157680
BBB50_RS09660,5380,4558,4590
BBB50_RS09665,34621,23041,31613
BBB50_RS09670,9257,5949,6738
BBB50_RS09675,19868,17782,21927
BBB50_RS09680,16001,17634,15681
BBB50_RS09685,27980,26227,27014
BBB50_RS09690,19404,20264,18941
BBB50_RS09695,4374,4752,5011
BBB50_RS09700,6891,7265,7124
BBB50_RS09705,15605,16697,17928
BBB50_RS09710,5928,7893,6967
BBB50_RS09715,7925,5590,4599
BBB50_RS09720,21255,34054,14238
BBB50_RS09725,7257,10405,4781
BBB50_RS09730,3530,3662,3107
BBB50_RS09735,5897,8976,10036
BBB50_RS09740,18839,30774,36890
BBB50_RS09745,9220,7568,8775
BBB50_RS09750,31139,33007,32451
BBB50_RS09755,14112,18215,16227
BBB50_RS09760,51809,17472,18288
BBB50_RS09770,25558,20029,22078
BBB50_RS09775,62148,52276,51275
BBB50_RS09780,107189,89804,86001
BBB50_RS09785,7311,5339,7420
BBB50_RS09790,6697,5585,8520
BBB50_RS09795,35324,30301,33120
BBB50_RS09800,10701,9828,12375
BBB50_RS09805,50196,42470,48854
BBB50_RS09810,6777,5670,8185
BBB50_RS09815,12035,6533,10548
BBB50_RS09820,54793,45492,55758
BBB50_RS09825,4253,3885,5357
BBB50_RS09830,5282,6140,7308
BBB50_RS09835,4060,4192,5535
BBB50_RS09840,3584,3642,4234
BBB50_RS09845,6219,7606,11124
BBB50_RS09850,5893,8268,9589
BBB50_RS09855,17876,23471,26275
BBB50_RS09860,26022,30999,40210
BBB50_RS09865,1171,811,1008
BBB50_RS09870,14769,15593,14853
BBB50_RS09875,18191,16542,17578
BBB50_RS09880,9377,9455,11991
BBB50_RS09885,59350,37753,46053
BBB50_RS09890,924,790,852
BBB50_RS09895,785,506,517
BBB50_RS09900,1864,1378,1068
BBB50_RS09905,6696,5965,6155
BBB50_RS09910,2296,1726,2646
BBB50_RS09915,2899,8125,16402
BBB50_RS09920,907,16621,35519
BBB50_RS09925,1895,4657,6782
BBB50_RS09930,667,1090,1316
BBB50_RS09935,21621,74457,111681
BBB50_RS09940,7996,6432,6250
BBB50_RS09945,1355,4971,2166
BBB50_RS09950,1408,1642,1144
BBB50_RS09955,4429,4549,3290
BBB50_RS09960,3208,3490,2358
BBB50_RS09965,3715,4055,2796
BBB50_RS09970,1708,1809,1237
BBB50_RS09975,4162,3889,2837
BBB50_RS09980,1578,2368,1528
BBB50_RS09985,1437,3003,3010
BBB50_RS09990,1105,4946,4327
BBB50_RS09995,5634,21722,18104
BBB50_RS10000,1962,20263,18902
BBB50_RS10005,2900,26308,26600
BBB50_RS10010,34441,22889,18423
BBB50_RS10015,64455,42311,32486
BBB50_RS10020,1065,744,785
BBB50_RS10025,232,157,236
BBB50_RS10030,136,112,164
BBB50_RS10035,130,170,96
BBB50_RS10040,8883,6833,9071
BBB50_RS10045,11198,5536,8250
BBB50_RS10050,3145,2561,3010
BBB50_RS10055,2836,2123,2465
BBB50_RS10060,4346,3601,3921
BBB50_RS10065,3892,3466,4038
BBB50_RS10070,9877,14596,15627
BBB50_RS10075,1767,1556,1684
BBB50_RS10080,1401,1181,1617
BBB50_RS10085,3998,3904,4504
BBB50_RS10090,6072,6291,6776
BBB50_RS10095,23711,42665,35619
BBB50_RS10100,45443,54214,56961
BBB50_RS10105,12071,11099,11346
BBB50_RS10110,3537,3526,3874
BBB50_RS10115,11676,11609,13429
BBB50_RS10125,2538,2270,3236
BBB50_RS10130,19258,19815,18320
BBB50_RS10135,17174,17963,15430
BBB50_RS10140,908,754,897
BBB50_RS10145,6526,4607,5840
BBB50_RS10150,24267,18971,21488
BBB50_RS10155,1626,1340,1663
BBB50_RS10160,779,494,696
BBB50_RS10165,6977,4147,4026
BBB50_RS10170,1028,1040,958
BBB50_RS10175,7794,6646,6712
BBB50_RS10180,354,311,398
BBB50_RS10185,1204,1192,1339
BBB50_RS10190,5986,15271,14568
BBB50_RS10195,269,239,262
BBB50_RS10200,1467,1160,1445
BBB50_RS10205,4536,4577,5189
BBB50_RS10210,18984,16071,21452
BBB50_RS10220,61380,42498,33381
BBB50_RS10225,4935,5092,4594
BBB50_RS10230,8064,7688,7077
BBB50_RS10235,239,302,323
BBB50_RS10240,46633,33010,42773
BBB50_RS10245,134,140,168
BBB50_RS10250,5532,6367,8198
BBB50_RS10260,1033,1180,1373
BBB50_RS10265,6162,5361,6571
BBB50_RS10275,541,634,473
BBB50_RS10280,1434,2025,1311
BBB50_RS10285,1073,1466,1283
BBB50_RS10290,394,471,428
BBB50_RS10295,2403,2428,1839
BBB50_RS10300,8790,6337,5351
BBB50_RS10305,162759,101529,70123
BBB50_RS10310,7958,5478,5705
BBB50_RS10315,14462,14502,13470
BBB50_RS10320,32681,11778,13936
BBB50_RS10325,2890,2512,2963
BBB50_RS10330,490,250,455
BBB50_RS10335,1291,1142,1390
BBB50_RS10340,19973,14379,15634
BBB50_RS10345,2053398,2126912,1868345
BBB50_RS10350,3051,3734,3981
BBB50_RS10360,21937,30608,23232
BBB50_RS10365,673,902,628
BBB50_RS10370,845,994,681
BBB50_RS10375,474,577,259
BBB50_RS10380,2035,3239,2225
BBB50_RS10385,3010,5196,3324
BBB50_RS10390,459,618,428
BBB50_RS10395,556,823,605
BBB50_RS10400,4415,7275,5329
BBB50_RS10405,1470,1715,1150
BBB50_RS10410,887,1121,761
BBB50_RS10415,206,342,187
BBB50_RS10420,595,615,393
BBB50_RS10430,1784,2800,1715
BBB50_RS10435,573,630,457
BBB50_RS10440,811,955,751
BBB50_RS10445,1455,1540,1573
BBB50_RS10450,4826,15585,35953
BBB50_RS10455,9470,36405,83758
BBB50_RS10460,6563,7822,6793
BBB50_RS10465,15780,34214,17312
BBB50_RS10470,21854,50452,35894
BBB50_RS10475,5963,10635,7533
BBB50_RS10480,2522,3985,2435
BBB50_RS10485,1830,1968,1470
BBB50_RS10500,3618,3899,4279
BBB50_RS10510,9495,9338,7426
BBB50_RS10515,2360,1966,2117
BBB50_RS10520,1941,1871,1744
BBB50_RS10525,11448,13657,9937
BBB50_RS10530,3541,6308,2103
BBB50_RS10535,526,1118,802
BBB50_RS10540,9911,8840,9076
BBB50_RS10550,3545,3399,3704
BBB50_RS10555,2401,1981,2571
BBB50_RS10560,198,172,203
BBB50_RS10565,1622,1322,1704
BBB50_RS10570,4256,2878,3108
BBB50_RS10575,740,610,1102
BBB50_RS10580,690,486,1172
BBB50_RS10585,1937,1664,4300
BBB50_RS10590,780,854,2214
BBB50_RS10595,142,106,449
BBB50_RS10600,272,402,772
BBB50_RS10605,2158,1504,3769
BBB50_RS10610,86,96,160
BBB50_RS10615,1163,912,1906
BBB50_RS10620,923,655,1094
BBB50_RS10625,1106,999,1398
BBB50_RS10630,1276,1377,1781
BBB50_RS10635,2164,2335,2375
BBB50_RS10640,4151,5261,4960
BBB50_RS10645,11459,13534,13227
BBB50_RS10650,7703,8585,6730
BBB50_RS10655,58184,70845,86430
BBB50_RS10660,2185,1476,1194
BBB50_RS10665,7919,8684,8948
BBB50_RS10670,3112,2813,3063
BBB50_RS10675,14499,13070,13407
BBB50_RS10680,16378,14443,15493
BBB50_RS10685,17876,17117,18787
BBB50_RS10690,19320,22441,22957
BBB50_RS10695,46875,44851,50706
BBB50_RS10700,29975,32110,32115
BBB50_RS10705,58863,76336,76085
BBB50_RS10710,60063,81266,77695
BBB50_RS10715,75295,118728,86892
BBB50_RS10720,685,869,897
BBB50_RS10725,7650,20659,22372
BBB50_RS10730,52861,31281,47035
BBB50_RS10735,139951,66621,100213
BBB50_RS10740,19257,12122,18218
BBB50_RS10745,1664,1196,1609
BBB50_RS10750,4330,4242,5452
BBB50_RS10755,21281,20912,23766
BBB50_RS10760,10725,12640,16035
BBB50_RS10765,15206,15601,19284
BBB50_RS10770,12160,12583,14767
BBB50_RS10775,14081,11821,12982
BBB50_RS10780,18654,17589,20789
BBB50_RS10785,2669,2225,2832
BBB50_RS10790,8320,10590,13593
BBB50_RS10795,34242,32668,37661
BBB50_RS10800,1504,1123,1639
BBB50_RS10805,3150,2490,3212
BBB50_RS10810,32746,25123,27884
BBB50_RS10815,12564,9272,10124
BBB50_RS10820,44596,33858,35924
BBB50_RS10825,97885,74049,74035
BBB50_RS10830,288992,253098,267319
BBB50_RS10835,135100,129512,136441
BBB50_RS10840,6676,4740,5850
BBB50_RS10845,8704,6487,8762
BBB50_RS10850,9021,10637,14745
BBB50_RS10855,17611,17735,22632
BBB50_RS10860,5845,5384,6779
BBB50_RS10865,13698,10509,13496
BBB50_RS10875,5795,4106,5460
BBB50_RS10880,31145,16667,13808
BBB50_RS10885,101153,84523,86699
BBB50_RS10890,96421,103192,93098
BBB50_RS10895,7988,9730,9587
BBB50_RS10900,275204,340831,277555
BBB50_RS10905,5644,2757,2918
BBB50_RS10910,30245,10286,12847
BBB50_RS10915,5001,4164,5233
BBB50_RS10920,3348,3228,4103
BBB50_RS10925,5347,4875,5801
BBB50_RS10930,13028,11240,13602
BBB50_RS10935,14867,15660,13821
BBB50_RS10940,11393,9064,9729
BBB50_RS10945,4339,3079,3235
BBB50_RS10950,6772,6241,6653
BBB50_RS10955,2848,2558,2426
BBB50_RS10960,11668,10649,11854
BBB50_RS10965,7185,5926,7791
BBB50_RS10970,1320,1191,1062
BBB50_RS10975,17261,17261,16808
BBB50_RS10980,1827,2187,3009
BBB50_RS10985,297,356,419
BBB50_RS10990,21,15,23
BBB50_RS10995,1886,681,1442
BBB50_RS11000,2042,1919,2272
BBB50_RS11005,75,188,489
BBB50_RS11015,40994,28129,19413
BBB50_RS11020,19898,14397,16145
BBB50_RS11025,40074,29679,32952
BBB50_RS11030,15533,13694,17606
BBB50_RS11035,3496,4042,5630
BBB50_RS11040,22872,23576,26626
BBB50_RS11045,6151,3270,2507
BBB50_RS11050,8199,5346,5243
BBB50_RS11055,3801,3596,4274
BBB50_RS11060,5024,4483,4994
BBB50_RS11065,7217,7592,6982
BBB50_RS11070,47090,41599,49480
BBB50_RS11075,16300,5333,7128
BBB50_RS11080,15989,14088,15358
BBB50_RS11085,2473,3690,4260
BBB50_RS11090,3610,3145,3979
BBB50_RS11095,1906,1720,2184
BBB50_RS11100,6374,6774,5842
BBB50_RS11105,8750,8763,7959
BBB50_RS11110,5728,4420,4262
BBB50_RS11115,10271,9079,7946
BBB50_RS11120,502,487,616
BBB50_RS11125,11667,8720,10523
BBB50_RS11130,5141,4490,6051
BBB50_RS11135,3025,3475,4388
BBB50_RS11140,7817,7487,7866
BBB50_RS11145,78302,88096,91377
BBB50_RS11150,22491,22969,22577
BBB50_RS11155,11636,15395,13319
BBB50_RS11160,21362,18888,24146
BBB50_RS11165,1377,2111,2294
BBB50_RS11170,10726,11369,11066
BBB50_RS11175,3045,1863,1736
BBB50_RS11180,6806,8508,10853
BBB50_RS11185,7292,7654,10756
BBB50_RS11190,21135,16824,20833
BBB50_RS11195,43198,41009,47417
BBB50_RS11200,22629,21298,22119
BBB50_RS11210,3225,2629,3376
BBB50_RS11215,27189,33769,30703
BBB50_RS11220,4595,5827,4583
BBB50_RS11225,61050,67853,62097
BBB50_RS11230,45276,37916,46711
BBB50_RS11235,20209,18147,24056
BBB50_RS11240,15361,23728,19094
BBB50_RS11245,2704,2215,2559
BBB50_RS11250,10238,7526,9393
BBB50_RS11255,13645,11678,14063
BBB50_RS11260,33001,14503,18820
BBB50_RS11265,2884,1711,2262
BBB50_RS11270,4458,3309,3638
BBB50_RS11275,2340,2319,2683
BBB50_RS11280,2465,2484,2828
BBB50_RS11285,41776,39353,40065
BBB50_RS11290,2357,1590,2176
BBB50_RS11295,7881,4001,4509
BBB50_RS11300,26259,13005,14404
BBB50_RS11305,9323,5472,6821
BBB50_RS11310,33617,35368,38599
BBB50_RS11315,167924,185434,190089
BBB50_RS11320,16315,17613,18482
BBB50_RS11325,10522,9550,10009
BBB50_RS11330,3275,3077,3720
BBB50_RS11335,111508,100966,107281
BBB50_RS11340,36482,27651,34870
BBB50_RS11345,13727,9674,14216
BBB50_RS11350,20101,7305,10250
BBB50_RS11355,180,110,115
BBB50_RS11360,12898,8520,10604
BBB50_RS11365,12364,10009,11615
BBB50_RS11370,5312,4411,4740
BBB50_RS11375,275033,279592,244056
BBB50_RS11380,47890,38842,34759
BBB50_RS11385,6984,6399,7491
BBB50_RS11390,3367,2514,3276
BBB50_RS11395,1731736,2270675,2282159
BBB50_RS11400,8118,7319,9171
BBB50_RS11405,15926,14003,18292
BBB50_RS11410,3006,2865,3895
BBB50_RS11415,31569,29613,34387
BBB50_RS11420,21546,17453,21033
BBB50_RS11425,25881,19259,22244
BBB50_RS11430,15375,11980,14214
BBB50_RS11440,6929,7308,8497
BBB50_RS11445,4622,3880,4357
BBB50_RS11450,8608,10813,14013
BBB50_RS11460,61188,91998,107179
BBB50_RS11465,1846,2901,3132
BBB50_RS11470,1427,2629,2995
BBB50_RS11475,1754,2071,2444
BBB50_RS11480,905,950,1400
BBB50_RS11485,2631,1743,2015
BBB50_RS11490,2329,1065,983
BBB50_RS11495,2901,1815,1873
BBB50_RS11500,4910,3543,4049
BBB50_RS11505,2567,1815,2077
BBB50_RS11510,6963,5537,6783
BBB50_RS11515,8046,7734,9590
BBB50_RS11520,56919,75555,78059
BBB50_RS11525,965,1067,1068
BBB50_RS11530,372,443,550
BBB50_RS11535,1690,627,795
BBB50_RS11540,549058,408816,435927
BBB50_RS11545,27726,29910,31815
BBB50_RS11550,18600,28938,26007
BBB50_RS11555,17344,19620,20110
BBB50_RS11560,1591,925,1036
BBB50_RS11565,4726,3081,3879
BBB50_RS11570,8049,8518,10228
BBB50_RS11575,1375,1389,1469
BBB50_RS11580,24733,17700,21580
BBB50_RS11585,2383,1996,2738
BBB50_RS11590,6173,5651,7108
BBB50_RS11595,10910,8770,9745
BBB50_RS11600,2527,2085,1874
BBB50_RS11605,5228,4655,3736
BBB50_RS11610,10623,9680,7506
