gene_id,890_hisat2,913_hisat2,933_hisat2
BBB50_RS15595,2360,1728,951
BBB50_RS15600,1650,1275,843
BBB50_RS15610,2398,2805,1723
BBB50_RS15615,2540,2482,1870
BBB50_RS15620,4755,5175,3277
BBB50_RS15625,2951,2348,1573
BBB50_RS15630,3135,2492,2245
BBB50_RS15635,7077,4121,3565
BBB50_RS15640,2893,1162,778
BBB50_RS15645,2885,1638,1202
BBB50_RS15650,2701,1853,1641
BBB50_RS15655,7172,7238,7125
BBB50_RS15660,905,1056,1150
BBB50_RS15665,1225,1062,732
BBB50_RS15670,1187,776,267
BBB50_RS15675,133,62,31
BBB50_RS15680,3007,2221,1818
BBB50_RS15685,4054,2844,2239
BBB50_RS15690,1973,1383,1046
BBB50_RS15695,518,343,207
BBB50_RS15700,3687,1724,940
BBB50_RS15710,268,105,92
BBB50_RS15720,2531,1988,1112
BBB50_RS15725,1645,1259,929
BBB50_RS15735,1624,1791,983
BBB50_RS15740,2589,2209,1668
BBB50_RS15745,5073,4124,3536
BBB50_RS15750,1953,2056,1288
BBB50_RS15755,2729,2419,1327
BBB50_RS15760,1356,738,385
BBB50_RS15765,1271,499,244
BBB50_RS15770,938,317,312
BBB50_RS15775,1144,687,714
BBB50_RS15780,6236,3622,3117
BBB50_RS15785,6136,3800,1850
BBB50_RS15790,1787,1065,570
BBB50_RS15800,3278,2787,1722
BBB50_RS15805,1019,585,403
BBB50_RS15810,957,433,302
BBB50_RS15815,2261,1272,858
BBB50_RS15825,1307,1556,1092
BBB50_RS15830,1945,1534,756
BBB50_RS15835,654,395,217
BBB50_RS15845,601,676,460
BBB50_RS15850,1749,1148,695
BBB50_RS15855,1060,767,427
BBB50_RS15860,1212,1068,540
BBB50_RS15865,1922,1044,593
BBB50_RS15875,26385,14494,14441
BBB50_RS15880,41786,26257,25081
BBB50_RS15885,2162,1770,1028
BBB50_RS15890,1766,1065,674
BBB50_RS15895,1819,1112,553
BBB50_RS15900,1413,747,297
BBB50_RS15905,1529,1025,705
BBB50_RS15915,913,268,176
BBB50_RS15920,2452,1547,1261
BBB50_RS15925,3469,1907,1161
BBB50_RS15930,1488,896,661
BBB50_RS15935,3785,3495,2572
BBB50_RS15940,5464,5200,4603
BBB50_RS15945,2978,2015,1324
BBB50_RS15950,2351,1388,898
BBB50_RS15955,2321,1730,1366
BBB50_RS15960,2865,1595,681
BBB50_RS15965,5421,4046,3515
BBB50_RS15970,4228,3523,2069
BBB50_RS15975,1945,1014,484
BBB50_RS15980,2511,1600,868
BBB50_RS15985,875,836,735
BBB50_RS15990,1305,972,582
BBB50_RS15995,2364,2348,980
BBB50_RS16000,2179,1111,652
BBB50_RS16005,1158,750,489
BBB50_RS16010,2256,1500,1310
BBB50_RS16015,1901,1163,1097
BBB50_RS16030,6268,4497,1212
BBB50_RS16035,1673,1368,848
BBB50_RS16040,397,330,74
BBB50_RS16045,555,490,298
BBB50_RS16050,543,592,236
BBB50_RS16055,667,813,451
BBB50_RS16060,1746,1355,790
BBB50_RS16065,11850,5744,4297
BBB50_RS16070,9693,5941,2993
BBB50_RS16075,6832,5063,3909
BBB50_RS16080,4576,3023,1473
BBB50_RS16085,4565,2085,784
BBB50_RS16095,3987,2231,1154
BBB50_RS16100,1774,776,569
BBB50_RS16105,1029,444,367
BBB50_RS16110,1100,515,364
BBB50_RS16115,1184,537,343
BBB50_RS16125,4677,3669,3655
BBB50_RS16130,7450,4943,4584
BBB50_RS16135,8045,5188,4292
BBB50_RS16140,5145,3238,2104
BBB50_RS16145,1231,721,410
BBB50_RS16150,2886,281,155
BBB50_RS16160,25524,11746,9518
BBB50_RS16165,2171,493,404
BBB50_RS16170,8772,6448,5234
BBB50_RS16175,15784,10929,8478
BBB50_RS16180,4600,3576,2751
BBB50_RS16185,8890,7439,7310
BBB50_RS16190,4154,3850,3897
BBB50_RS16195,4473,2912,2112
BBB50_RS16200,2355,1064,742
BBB50_RS16205,3000,1231,744
BBB50_RS16215,8641,4567,3978
BBB50_RS16220,5294,3237,2832
BBB50_RS16225,2233,2027,1845
BBB50_RS16230,8511,4436,3106
BBB50_RS16235,4507,1461,1000
BBB50_RS16240,2995,2124,1775
BBB50_RS16245,3154,2452,2266
BBB50_RS16250,3765,2368,1946
BBB50_RS16255,8702,5394,5653
BBB50_RS16260,6844,4783,3951
BBB50_RS16265,4588,2926,2806
BBB50_RS16270,2057,1132,849
BBB50_RS16280,2732,1821,677
BBB50_RS16285,8368,11566,9684
BBB50_RS16290,6311,6688,8391
BBB50_RS16295,1248,1221,1550
BBB50_RS16300,46602,60869,52524
BBB50_RS16305,21467,23004,20475
BBB50_RS16310,12385,18128,7946
BBB50_RS16315,2638,5583,2402
BBB50_RS16320,4336,8536,3886
BBB50_RS16325,10286,9055,4656
BBB50_RS16330,6800,4158,3164
BBB50_RS16335,17363,12232,11941
BBB50_RS16340,15215,13977,7048
BBB50_RS16345,9615,19141,5136
BBB50_RS16350,3202,2407,2383
BBB50_RS16355,4492,3603,3445
BBB50_RS16360,12359,4046,4814
BBB50_RS16365,22185,18471,17389
BBB50_RS16370,1460,1044,1128
BBB50_RS16375,3649,2992,2665
BBB50_RS16380,4998,3894,4226
BBB50_RS16385,1425,1070,1486
BBB50_RS16390,5718,2896,3646
BBB50_RS16395,1825,2251,2224
BBB50_RS16400,1777,2043,2414
BBB50_RS16405,7538,9364,8798
BBB50_RS16410,4622,6124,5756
BBB50_RS16415,36999,29010,29601
BBB50_RS16420,42555,27830,22632
BBB50_RS16425,6401,6139,6598
BBB50_RS16430,12341,9674,5142
BBB50_RS16435,3304,2480,1903
BBB50_RS16440,16965,16349,16172
BBB50_RS16445,20643,15923,13968
BBB50_RS16450,6707,3781,3919
BBB50_RS16455,1178,921,1090
BBB50_RS16460,1734,1435,1856
BBB50_RS16465,10795,8641,9978
BBB50_RS16470,4171,2755,3167
BBB50_RS16475,6063,4805,4781
BBB50_RS16485,5319,4316,4196
BBB50_RS16490,883,825,548
BBB50_RS16495,17603,12840,7562
BBB50_RS16500,904,652,617
BBB50_RS16505,25473,22207,23049
BBB50_RS16510,8388,8410,9379
BBB50_RS16515,5114,4452,5082
BBB50_RS16520,4772,3446,3445
BBB50_RS16525,1500,1463,1604
BBB50_RS16530,35276,46662,51399
BBB50_RS16535,27151,38819,40296
BBB50_RS16540,25083,31085,29210
BBB50_RS16545,15784,16041,16200
BBB50_RS16550,3250,4021,4485
BBB50_RS16555,24598,30167,21905
BBB50_RS16560,251,246,259
BBB50_RS16565,11926,6430,6572
BBB50_RS16570,22965,14346,14666
BBB50_RS16575,16523,21392,21580
BBB50_RS16580,18535,21677,25265
BBB50_RS16585,20688,20152,23795
BBB50_RS16590,5854,8355,8607
BBB50_RS16595,130663,436046,493296
BBB50_RS16600,9212,9130,10928
BBB50_RS16605,758,582,679
BBB50_RS16610,3208,2314,3110
BBB50_RS16615,15840,13631,12752
BBB50_RS16620,1755,1397,1453
BBB50_RS16625,6648,1383,1656
BBB50_RS16630,5438,3355,4086
BBB50_RS16635,3369,3576,4437
BBB50_RS16640,2479,1790,2089
BBB50_RS16645,1671,1151,1206
BBB50_RS16650,5153,8418,8946
BBB50_RS16655,3047,5220,6056
BBB50_RS16660,5365,8481,8749
BBB50_RS16665,14010,24217,24526
BBB50_RS16670,4683,4421,4705
BBB50_RS16675,24322,6649,8538
BBB50_RS16680,8456,10231,4365
BBB50_RS16685,11821,9667,6152
BBB50_RS16690,2403,1724,1862
BBB50_RS16695,2087,2477,2543
BBB50_RS16700,6764,6500,6658
BBB50_RS16705,1581,1635,1791
BBB50_RS16710,270,231,219
BBB50_RS16715,4079,4494,4441
BBB50_RS16720,780,656,662
BBB50_RS16725,512,414,379
BBB50_RS16730,1741,1442,1790
BBB50_RS16735,2232,2254,2765
BBB50_RS16740,7274,6928,7368
BBB50_RS16745,4878,4460,6353
BBB50_RS16750,18887,16867,20354
BBB50_RS16755,1940,2005,2149
BBB50_RS16760,10112,6927,7934
BBB50_RS16765,906982,335032,206965
BBB50_RS16770,10287,7786,7821
BBB50_RS16775,15021,13041,13242
BBB50_RS16780,5664,4936,4391
BBB50_RS16785,1686,1455,1943
BBB50_RS16790,7844,7727,7815
BBB50_RS16795,4039,3018,3082
BBB50_RS16805,47711,39567,47938
BBB50_RS16810,54754,53682,61169
BBB50_RS16815,2654,5073,8265
BBB50_RS16820,726,676,736
BBB50_RS16825,10174,14993,10666
BBB50_RS16830,1250,1595,1813
BBB50_RS16835,2039,3278,3008
BBB50_RS16840,2346,3330,3697
BBB50_RS16845,1024,1540,1740
BBB50_RS16850,1507,2116,2206
BBB50_RS16855,1949,1314,1838
BBB50_RS16860,1624,1164,1434
BBB50_RS16865,1023,760,573
BBB50_RS16870,3024,2787,1640
BBB50_RS16875,20099,7403,6685
BBB50_RS16880,7655,1429,1149
BBB50_RS16885,4330,160,189
BBB50_RS16890,3018,104,79
BBB50_RS16895,1093,19,28
BBB50_RS16900,824,104,102
BBB50_RS16905,9432,2038,2181
BBB50_RS16910,2201,585,740
BBB50_RS16915,97634,29760,27078
BBB50_RS16920,85152,24387,21851
BBB50_RS16925,112401,34242,21690
BBB50_RS16930,112943,37291,23785
BBB50_RS16935,297443,107884,70098
BBB50_RS16940,163432,86677,59613
BBB50_RS16945,3869,3134,3746
BBB50_RS16950,13052,6891,14647
BBB50_RS16955,4928,3651,4106
BBB50_RS16960,7719,5474,18478
BBB50_RS16965,3104,1860,2956
BBB50_RS16970,131108,195840,166422
BBB50_RS16975,4726,3709,3577
BBB50_RS16980,11672,15385,12175
BBB50_RS16985,1528,1208,1613
BBB50_RS16990,5219,4876,4816
BBB50_RS16995,6491,8323,7528
BBB50_RS17005,6924,11151,13764
BBB50_RS17010,8299,4735,4903
BBB50_RS17015,3841,4433,4326
BBB50_RS17020,1416,680,762
BBB50_RS17030,1496,1518,1413
BBB50_RS17035,8803,8659,8020
BBB50_RS17040,4264,3523,3735
BBB50_RS17045,7717,5881,6414
BBB50_RS17050,73894,23209,25495
BBB50_RS17055,16790,6652,9870
BBB50_RS17060,223262,85373,96899
BBB50_RS17065,19616,6734,8277
BBB50_RS17070,19681,8023,10396
BBB50_RS17075,544,297,383
BBB50_RS17080,10634,3084,3223
BBB50_RS17085,1972,1986,2290
BBB50_RS17090,2949,2530,3153
BBB50_RS17095,10965,11507,12804
BBB50_RS17100,21600,33780,34798
BBB50_RS17105,7382,14565,13860
BBB50_RS17110,12345,11674,10756
BBB50_RS17115,177307,2826,3170
BBB50_RS17120,81428,632,962
BBB50_RS17125,55761,528,686
BBB50_RS17130,33809,238,278
BBB50_RS17135,1473,1046,836
BBB50_RS17140,3072,2580,1987
BBB50_RS17145,13276,10349,9518
BBB50_RS17150,9496,10605,10775
BBB50_RS17155,4379,1606,1858
BBB50_RS17160,16250,2274,3664
BBB50_RS17165,13885,22922,25792
BBB50_RS17170,16718,16588,20133
BBB50_RS17175,924,792,942
BBB50_RS17180,2222,1927,1970
BBB50_RS17185,3443,2061,2299
BBB50_RS17190,3810,3235,3835
BBB50_RS17195,447,582,689
BBB50_RS17200,1418,959,846
BBB50_RS17205,4809,3845,4693
BBB50_RS17210,3116,1971,2430
BBB50_RS17215,2579,2171,2373
BBB50_RS17220,6461,4245,4134
BBB50_RS17225,414,365,343
BBB50_RS17230,95,65,68
BBB50_RS17235,1475,990,914
BBB50_RS17240,14182,12808,11669
BBB50_RS17245,5829,3255,4183
BBB50_RS17250,12688,1766,2387
BBB50_RS17255,5580,843,1043
BBB50_RS17260,28299,33990,28632
BBB50_RS17265,37051,39880,35193
BBB50_RS17270,14315,14625,14666
BBB50_RS17275,4598,4110,3771
BBB50_RS17280,3206,2539,2953
BBB50_RS17285,3884,2931,3372
BBB50_RS17290,5306,4358,5321
BBB50_RS17295,55335,31647,30316
BBB50_RS17300,7868,3810,3588
BBB50_RS17305,46184,23404,19929
BBB50_RS17310,1758,429,520
BBB50_RS17315,22907,11782,8555
BBB50_RS17325,11243,5156,4184
BBB50_RS17330,12798,11792,11406
BBB50_RS17335,14916,8848,10001
BBB50_RS17340,14200,8549,9538
BBB50_RS17345,26094,5800,7707
BBB50_RS17350,4553,2671,2756
BBB50_RS17355,18645,13665,16666
BBB50_RS17360,1438,969,1451
BBB50_RS17365,5265,4380,4992
BBB50_RS17375,3044,2383,2289
BBB50_RS17380,25351,82555,79133
BBB50_RS17385,8799,38697,37354
BBB50_RS17395,28800,51709,33720
BBB50_RS17400,25706,40086,24931
BBB50_RS17405,17455,26924,20945
BBB50_RS17410,30821,12999,11991
BBB50_RS17415,37159,12766,7964
BBB50_RS17420,2108,1360,1488
BBB50_RS17425,601,160,307
BBB50_RS17430,4,2,4
BBB50_RS17435,179,129,156
BBB50_RS17440,447,447,369
BBB50_RS17445,2185,2354,2523
BBB50_RS17450,15906,13572,9720
BBB50_RS17455,31174,23734,17722
BBB50_RS17460,90324,65620,48843
BBB50_RS17465,27798,19887,14424
BBB50_RS17470,1013,624,622
BBB50_RS17475,10208,6394,7749
BBB50_RS17480,1955,1158,1576
BBB50_RS17485,2110,1311,1489
BBB50_RS17490,544,599,628
BBB50_RS17495,477,502,560
BBB50_RS17500,797,583,666
BBB50_RS17505,506,377,471
BBB50_RS17510,1506,1712,2069
BBB50_RS17520,84,100,145
BBB50_RS17525,194,162,300
BBB50_RS17530,474,450,556
BBB50_RS17535,33,23,49
BBB50_RS17540,970,422,492
BBB50_RS17545,2183,1346,1648
BBB50_RS17550,538,341,467
BBB50_RS17555,687,767,719
BBB50_RS17560,573,579,601
BBB50_RS17565,1157,1015,1072
BBB50_RS17570,703,487,620
BBB50_RS17575,1815,2128,2465
BBB50_RS17585,104,122,192
BBB50_RS17590,2606,2230,3416
BBB50_RS17595,9537,10570,12207
BBB50_RS17605,4655,3751,4142
BBB50_RS17610,3110,2876,3143
BBB50_RS17615,4031,3470,4065
BBB50_RS17620,9802,10863,12758
BBB50_RS17625,1722,1405,1540
BBB50_RS17630,10892,6171,6794
BBB50_RS17635,2970,1977,2374
BBB50_RS17640,11739,11593,12213
BBB50_RS17645,6661,4973,4464
BBB50_RS17650,10218,9356,9735
BBB50_RS17655,13233,10198,10923
BBB50_RS17665,8793,5703,7835
BBB50_RS17670,2089,2549,2401
BBB50_RS17675,2260,2482,2441
BBB50_RS17680,1627,1255,1089
BBB50_RS17690,1525,1665,1903
BBB50_RS17695,886,1202,1234
BBB50_RS17700,3611,3336,3857
BBB50_RS17705,9537,8010,10090
BBB50_RS17710,14665,9950,8174
BBB50_RS17715,6246,4287,4436
BBB50_RS17720,13371,12834,13114
BBB50_RS17725,3821,3410,4413
BBB50_RS17730,20073,7885,11001
BBB50_RS17735,51368,5495,5498
BBB50_RS17740,21431,12222,17971
BBB50_RS17745,24680,20111,22966
BBB50_RS17750,1960,992,1486
BBB50_RS17755,4795,3647,3862
BBB50_RS17760,38302,39941,37123
BBB50_RS17765,2682,2098,2474
BBB50_RS17770,3906,3763,3618
BBB50_RS17775,21696,2032,2116
BBB50_RS17780,24262,2407,2686
BBB50_RS17785,19003,14299,19115
BBB50_RS17790,29495,29613,37664
BBB50_RS17795,3974,3577,4226
BBB50_RS17800,4029,3914,4342
BBB50_RS17805,198,238,206
BBB50_RS17810,2656,2734,2727
BBB50_RS17815,3406,3773,3161
BBB50_RS17820,123665,145454,121535
BBB50_RS17825,90159,106823,76487
BBB50_RS17830,302610,380458,286121
BBB50_RS17835,104891,127680,105037
BBB50_RS17840,28307,19489,24301
BBB50_RS17845,139639,94707,92030
BBB50_RS17850,86721,62274,52824
BBB50_RS17855,5628,1683,2092
BBB50_RS17860,285,86,76
BBB50_RS17865,13051,12621,12497
BBB50_RS17870,4133,3391,3793
BBB50_RS17875,76995,122411,166796
BBB50_RS17880,7771,14279,22403
BBB50_RS17885,4880,4442,5204
BBB50_RS17890,20020,19835,20105
BBB50_RS17895,12273,11339,12563
BBB50_RS17900,9175,9181,10566
BBB50_RS17910,37880,52563,65843
BBB50_RS17915,25022,21189,19483
BBB50_RS17920,58705,58721,62526
BBB50_RS17925,13931,18148,15164
BBB50_RS17930,27189,4194,4355
BBB50_RS17935,155511,247230,196858
BBB50_RS17940,3231,2853,2812
BBB50_RS17945,3778,3636,3804
BBB50_RS17950,541,409,687
BBB50_RS17955,206,178,173
BBB50_RS17960,203,140,200
BBB50_RS17965,142,130,165
BBB50_RS17970,400,150,205
BBB50_RS17980,9160,11275,13773
BBB50_RS17985,4397,4739,2907
BBB50_RS17990,45,50,62
BBB50_RS18000,5057,7999,6601
BBB50_RS18005,8465,13111,12778
BBB50_RS18010,16800,43417,32704
BBB50_RS18015,422875,4208,6696
BBB50_RS18020,48,44,27
BBB50_RS18025,11935,9421,9800
BBB50_RS18030,6092,3675,3741
BBB50_RS18035,3258,1879,1798
BBB50_RS18040,5897,5344,5638
BBB50_RS18045,3290,2392,2331
BBB50_RS18050,3233,3149,3097
BBB50_RS18055,993,1005,781
BBB50_RS18060,4347,3322,3095
BBB50_RS18065,3293,3126,2244
BBB50_RS18070,106727,15847,6432
BBB50_RS18075,9047,1369,628
BBB50_RS18085,7943,101,80
BBB50_RS18090,61015,1121,744
BBB50_RS18095,98951,9537,6019
BBB50_RS18100,156617,5925,5140
BBB50_RS18105,64962,7051,5387
BBB50_RS18110,15918,25095,29001
BBB50_RS18115,18905,29801,35983
BBB50_RS18120,19493,22712,25759
BBB50_RS18125,3329,2919,3690
BBB50_RS18130,2031,1774,2094
BBB50_RS18135,1026,1313,1787
BBB50_RS18140,5017,6465,10674
BBB50_RS18145,5604,4325,4619
BBB50_RS18150,13876,10640,10237
BBB50_RS18155,32703,8686,10759
BBB50_RS18160,13311,14075,16505
BBB50_RS18165,3975,4658,5711
BBB50_RS18170,17277,21699,22206
BBB50_RS18175,476,432,476
BBB50_RS18180,21486,5421,8417
BBB50_RS18185,11344,2821,4038
BBB50_RS18190,1286,870,1011
BBB50_RS18195,10846,6336,7623
BBB50_RS18200,4971,3745,4373
BBB50_RS18205,2995,2355,2183
BBB50_RS18210,18129,7990,14310
BBB50_RS18215,36612,79573,88519
BBB50_RS18220,11294,26313,35502
BBB50_RS18225,62502,150558,169928
BBB50_RS18230,22470,48941,54421
BBB50_RS18235,16671,33466,40885
BBB50_RS18240,5165,12149,16455
BBB50_RS18245,8195,19307,24872
BBB50_RS18250,7371,18180,23537
BBB50_RS18255,11848,21632,21548
BBB50_RS18260,18580,32296,34376
BBB50_RS18265,6856,3870,3904
BBB50_RS18270,4585,4247,4754
BBB50_RS18275,6169,6038,7553
BBB50_RS18280,2646,3784,4505
BBB50_RS18285,18102,25084,35208
BBB50_RS18290,15637,14787,15548
BBB50_RS18295,6860,5805,7294
BBB50_RS18300,1365,1112,1155
BBB50_RS18305,625,400,584
BBB50_RS18310,116,75,101
BBB50_RS18315,5676,4309,4707
BBB50_RS18320,8962,7996,8967
BBB50_RS18325,11159,5086,4513
BBB50_RS18330,12316,15735,24672
BBB50_RS18335,149949,6388,318
BBB50_RS18340,8041,6905,7639
BBB50_RS18345,2129,2069,1995
BBB50_RS18350,2076,1264,1370
BBB50_RS18355,7834,3577,10763
BBB50_RS18360,6789,7302,7683
BBB50_RS18365,8467,10396,9578
BBB50_RS18370,2025,2776,2764
BBB50_RS18375,35798,39200,34590
BBB50_RS18380,16421,16169,13615
BBB50_RS18385,40563,42936,37864
BBB50_RS18390,20555,21129,11347
BBB50_RS18395,9030,8902,7675
BBB50_RS18400,1421,1443,1221
BBB50_RS18405,879,1481,2052
BBB50_RS18410,1710,5360,8991
BBB50_RS18415,2282,58847,95937
BBB50_RS18420,2760,2931,2863
BBB50_RS18425,30627,28228,23971
BBB50_RS18430,3595,4221,3681
BBB50_RS18435,22740,14290,14245
BBB50_RS18440,10725,7449,7349
BBB50_RS18445,17049,14356,15415
BBB50_RS18455,6530,25927,24310
BBB50_RS18460,2335,2094,1937
BBB50_RS18465,46453,84243,69312
BBB50_RS18470,13355,11486,7476
BBB50_RS18475,25997,29036,14543
BBB50_RS18480,24568,12797,11296
BBB50_RS18485,16577,8329,6555
BBB50_RS18490,4781,3312,4208
BBB50_RS18495,1671,1444,1711
BBB50_RS18500,7367,3983,5353
BBB50_RS18505,3591,3412,3671
BBB50_RS18515,4727,3689,3603
BBB50_RS18520,37584,38225,37788
BBB50_RS18525,53825,74170,75399
BBB50_RS18530,202170,258514,258657
BBB50_RS18535,18698,2109,3568
BBB50_RS18545,48299,3430,4978
BBB50_RS18550,4863,4174,4579
BBB50_RS18555,3175,1909,5436
BBB50_RS18560,2067,1584,3624
BBB50_RS18565,10890,7233,8753
BBB50_RS18570,3001,1956,2500
BBB50_RS18575,34101,47830,52621
BBB50_RS18580,8276,2124,2691
BBB50_RS18585,6274,4213,3517
BBB50_RS18590,2390,2002,2364
BBB50_RS18595,2892,3713,3374
BBB50_RS18600,427,302,291
BBB50_RS18605,15828,9556,8711
BBB50_RS18610,123287,67162,63877
BBB50_RS18615,27238,17378,15986
BBB50_RS18620,1543,891,1022
BBB50_RS18625,11490,7651,6196
BBB50_RS18630,3836,2241,2170
BBB50_RS18635,619,318,307
BBB50_RS18640,2323,2005,1994
BBB50_RS18645,3010,2360,2307
BBB50_RS18650,1166,1032,982
BBB50_RS18655,1326,1682,2508
BBB50_RS18660,1604,1079,1129
BBB50_RS18665,1299,477,559
BBB50_RS18670,989,911,849
BBB50_RS18675,714,774,938
BBB50_RS18680,214386,68739,48203
BBB50_RS18685,3625,1401,1141
BBB50_RS18690,1305,840,662
BBB50_RS18695,21186,7725,8953
BBB50_RS18700,29180,7203,7965
BBB50_RS18705,27308,6167,6955
BBB50_RS18710,26440,11542,8672
BBB50_RS18715,380,482,504
BBB50_RS18720,21879,22516,22982
BBB50_RS18725,1148,782,984
BBB50_RS18730,15026,5399,7142
BBB50_RS18735,21949,2595,4227
BBB50_RS18740,10965,10209,10018
BBB50_RS18745,5206,5144,6498
BBB50_RS18750,9370,11201,13063
BBB50_RS18755,13859,19404,32483
BBB50_RS18760,62281,49363,43756
BBB50_RS18765,4228,2932,3227
BBB50_RS18770,42646,19172,12940
BBB50_RS18775,2125,1333,1365
BBB50_RS18780,28870,6329,10779
BBB50_RS18785,30571,6731,10780
BBB50_RS18790,661,461,484
BBB50_RS18795,25671,27726,20354
BBB50_RS18800,15513,17354,15768
BBB50_RS18805,5674,5507,4461
BBB50_RS18810,14142,12193,7011
BBB50_RS18815,7189,7346,4371
BBB50_RS18820,73144,80933,81033
BBB50_RS18830,14707,17341,15024
BBB50_RS18840,35717,43163,44895
BBB50_RS18845,11509,12286,12927
BBB50_RS18850,1679,1866,2021
BBB50_RS18855,6762,7088,7290
BBB50_RS18860,2486,2162,2250
BBB50_RS18865,2583,2966,3417
BBB50_RS18870,4428,2437,2175
BBB50_RS18875,4485,3142,3259
BBB50_RS18880,3419,2205,2700
BBB50_RS18885,27201,3742,4870
BBB50_RS18890,16172,16031,16020
BBB50_RS18895,27629,4629,7048
BBB50_RS18900,329,172,239
BBB50_RS18905,3414,2462,2788
BBB50_RS18910,1750,976,1555
BBB50_RS18915,2977,3776,3830
BBB50_RS18920,3122,3783,4120
BBB50_RS18925,4002,8660,9840
BBB50_RS18935,25645,13217,11911
BBB50_RS18940,10505,6139,6023
BBB50_RS18945,25284,33564,46382
BBB50_RS18950,580,5092,6050
BBB50_RS18955,30999,56066,61509
BBB50_RS18960,19383,32411,38179
BBB50_RS18965,61490,79189,94170
BBB50_RS18970,6661,5429,6065
BBB50_RS18975,37169,36897,43393
BBB50_RS18980,26255,24121,27874
BBB50_RS18985,8197,4523,3953
BBB50_RS18990,5989,5090,6157
BBB50_RS18995,19579,16042,18699
BBB50_RS19000,6337,4654,5478
BBB50_RS19005,21026,21648,21312
BBB50_RS19010,20438,19296,19643
BBB50_RS19015,19777,15352,22289
BBB50_RS19020,26089,3623,3569
BBB50_RS19025,3561,339,348
BBB50_RS19030,12623,1448,1565
BBB50_RS19035,6766,643,714
BBB50_RS19040,7021,473,539
BBB50_RS19045,17951,1328,1533
BBB50_RS19050,53122,4359,4454
BBB50_RS19055,4989,507,421
BBB50_RS19060,6015,431,382
BBB50_RS19065,61587,5549,4118
BBB50_RS19070,29242,2822,2619
BBB50_RS19075,22107,1949,2177
BBB50_RS19080,2733,2108,2710
BBB50_RS19085,613,362,504
BBB50_RS19090,837,466,440
BBB50_RS19095,2127,1150,1234
BBB50_RS19100,1193,757,860
BBB50_RS19105,3738,2001,2541
BBB50_RS19110,3815,2266,3014
BBB50_RS19115,3633,2947,3646
BBB50_RS19120,7276,4332,5278
BBB50_RS19125,3149,2234,3528
BBB50_RS19130,768,454,619
BBB50_RS19135,1370,1089,1155
BBB50_RS19140,7530,4644,6581
BBB50_RS19145,15610,5182,8263
BBB50_RS19150,35423,34328,28365
BBB50_RS19155,53028,57396,53680
BBB50_RS19195,3283,3159,4270
BBB50_RS19215,109,179,210
BBB50_RS19235,62,35,54
BBB50_RS19280,783,957,870
BBB50_RS19325,114353,105884,102658
BBB50_RS19330,23,4,18
BBB50_RS19400,124,187,83
BBB50_RS19405,1049,1102,1082
BBB50_RS19430,222,343,368
BBB50_RS19445,47517,46894,48893
BBB50_RS19450,201,120,176
BBB50_RS19470,888,2558,927
BBB50_RS19490,222,197,193
BBB50_RS19505,2165,993,739
BBB50_RS19565,3270,1520,890
BBB50_RS19580,2114,499,239
BBB50_RS19620,1683,818,404
BBB50_RS19640,1156,561,379
BBB50_RS19655,1128,442,245
BBB50_RS19740,882,293,231
BBB50_RS19775,1857,975,473
BBB50_RS19790,59,25,17
BBB50_RS19820,633,324,133
BBB50_RS19860,1474,710,444
BBB50_RS19880,3817,3013,2185
BBB50_RS19895,1350,948,536
BBB50_RS19945,840,475,286
BBB50_RS19985,1895,781,518
BBB50_RS20000,620,281,134
BBB50_RS20065,235,190,124
BBB50_RS20095,15240,8466,8957
BBB50_RS20100,75,74,68
BBB50_RS20105,1166,2382,2352
BBB50_RS20110,4190,3588,3073
BBB50_RS20120,156,97,130
BBB50_RS20125,1174,1135,1404
BBB50_RS20145,5,7,8
BBB50_RS20155,2343,2260,2254
BBB50_RS20165,667,805,681
BBB50_RS20180,7201,7306,7980
BBB50_RS20335,1690,1027,439
BBB50_RS20360,1933,633,434
BBB50_RS20385,64,44,112
BBB50_RS20410,239,208,283
BBB50_RS20415,10422,3998,5836
BBB50_RS20420,63,67,58
BBB50_RS20425,200,200,283
BBB50_RS20430,3675,2452,2635
BBB50_RS20435,6275,3603,4684
BBB50_RS20440,45,19,38
BBB50_RS20445,22420,26904,30435
BBB50_RS20450,1841,2434,1373
BBB50_RS20465,1726,911,386
BBB50_RS20505,479,279,213
BBB50_RS20515,81,54,20
BBB50_RS20525,904,469,239
BBB50_RS20555,28,26,31
BBB50_RS20565,345,139,80
BBB50_RS20570,455,309,212
BBB50_RS20575,2594,1849,965
BBB50_RS20585,1157,333,183
BBB50_RS20590,496,336,829
BBB50_RS20595,169,242,178
BBB50_RS20600,53,157,91
BBB50_RS20610,6374,6215,8672
BBB50_RS20615,8166,8801,4756
BBB50_RS20630,1698,1455,1869
BBB50_RS20635,149,76,117
BBB50_RS20640,28,17,24
BBB50_RS20645,117,172,143
BBB50_RS20650,3375,4655,2980
BBB50_RS20660,1794,806,410
BBB50_RS20665,1975,1054,492
BBB50_RS20675,565,270,224
BBB50_RS20680,1248,750,504
BBB50_RS20740,1114,687,376
BBB50_RS20765,570,219,120
BBB50_RS20800,192,55,41
BBB50_RS20805,0,0,0
BBB50_RS20810,380,197,155
BBB50_RS20850,472,380,237
BBB50_RS20875,63,21,21
BBB50_RS20880,1565,810,469
BBB50_RS20890,550,252,116
BBB50_RS20955,21,6,6
BBB50_RS20965,1547,273,142
